          fvect                 uvect
  0.000000000000000E+000 -2.632898754073814E-006
  0.000000000000000E+000  9.248405784267120E-008
  0.000000000000000E+000 -1.221143017838216E-018
  0.000000000000000E+000 -9.248406136647434E-008
  0.000000000000000E+000  9.248405784013225E-008
  0.000000000000000E+000  6.962282243485360E-006
  0.000000000000000E+000  9.248405119914972E-008
  0.000000000000000E+000  7.798313425501699E-019
  0.000000000000000E+000  3.704335030973949E-019
  0.000000000000000E+000  9.248406136913531E-007
  0.000000000000000E+000 -1.849681156854940E-006
  0.000000000000000E+000  3.668776737063599E-019
  0.000000000000000E+000 -1.329697950401190E-018
  0.000000000000000E+000  5.224517509005509E-019
  0.000000000000000E+000  8.742392557914942E-019
  0.000000000000000E+000 -9.248405119906904E-007
  0.000000000000000E+000 -4.026011868349497E-009
  0.000000000000000E+000 -3.599930892215401E-007
  0.000000000000000E+000 -2.955526695228518E-006
  0.000000000000000E+000  8.052023737727485E-008
  0.000000000000000E+000 -1.232277396711191E-018
  0.000000000000000E+000 -8.052023596103689E-008
  0.000000000000000E+000  8.052023737465817E-008
  0.000000000000000E+000  7.199861784431577E-006
  0.000000000000000E+000  8.052024031785805E-008
  0.000000000000000E+000  6.455392455986990E-019
  0.000000000000000E+000 -3.982013657375367E-020
  0.000000000000000E+000  8.052023596374557E-007
  0.000000000000000E+000 -1.610404747546768E-006
  0.000000000000000E+000 -3.884443161207878E-019
  0.000000000000000E+000 -4.725639761957148E-019
  0.000000000000000E+000  2.570139271021801E-019
  0.000000000000000E+000 -6.808865786966495E-020
  0.000000000000000E+000 -8.052024031781440E-007
  0.000000000000000E+000 -3.427820517320873E-009
  0.000000000000000E+000 -3.702291248381900E-007
  0.000000000000000E+000 -3.288176610405373E-006
  0.000000000000000E+000  6.855641035789098E-008
  0.000000000000000E+000 -1.351785345172638E-018
  0.000000000000000E+000 -6.855641086313712E-008
  0.000000000000000E+000  6.855641035526740E-008
  0.000000000000000E+000  7.404582496764656E-006
  0.000000000000000E+000  6.855640972704952E-008
  0.000000000000000E+000  5.524153316012761E-019
  0.000000000000000E+000  3.478838594943577E-020
  0.000000000000000E+000  6.855641086582868E-007
  0.000000000000000E+000 -1.371128207158656E-006
  0.000000000000000E+000 -1.985822274672470E-019
  0.000000000000000E+000  9.112543985674858E-022
  0.000000000000000E+000  5.285227137636208E-020
  0.000000000000000E+000 -3.747055275955636E-020
  0.000000000000000E+000 -6.855640972704695E-007
  0.000000000000000E+000 -2.829628115615222E-009
  0.000000000000000E+000 -3.788222188364817E-007
  0.000000000000000E+000 -3.629359422448827E-006
  0.000000000000000E+000  5.659256232499233E-008
  0.000000000000000E+000 -1.535239432380010E-018
  0.000000000000000E+000 -5.659248720972846E-008
  0.000000000000000E+000  5.659256232240592E-008
  0.000000000000000E+000  7.576444376730762E-006
  0.000000000000000E+000  5.659267480376609E-008
  0.000000000000000E+000  9.434861155112722E-019
  0.000000000000000E+000  4.681870390841027E-019
  0.000000000000000E+000  5.659248721241966E-007
  0.000000000000000E+000 -1.131851246501252E-006
  0.000000000000000E+000  3.623724335775115E-019
  0.000000000000000E+000 -8.472785945214853E-019
  0.000000000000000E+000  5.328138779950034E-019
  0.000000000000000E+000 -2.511248454674375E-018
  0.000000000000000E+000 -5.659267480373829E-007
  0.000000000000000E+000 -2.346744394028153E-009
  0.000000000000000E+000 -3.845608391827954E-007
  0.000000000000000E+000 -3.910002747250780E-006
  0.000000000000000E+000  4.693488789430612E-008
  0.000000000000000E+000 -1.865914591606360E-018
  0.000000000000000E+000 -4.693535328141852E-008
  0.000000000000000E+000  4.693488789171756E-008
  0.000000000000000E+000  7.691216783656921E-006
  0.000000000000000E+000  4.693390238695921E-008
  0.000000000000000E+000  9.256018658501803E-019
  0.000000000000000E+000  2.165175250680415E-018
  0.000000000000000E+000  4.693535328420734E-007
  0.000000000000000E+000 -9.386977578880802E-007
  0.000000000000000E+000  2.394694225912881E-018
  0.000000000000000E+000 -3.673513725892229E-018
  0.000000000000000E+000  1.724925542514625E-018
  0.000000000000000E+000  5.058378570676936E-019
  0.000000000000000E+000 -4.693390238670029E-007
  0.000000000000000E+000 -1.863991655086956E-009
  0.000000000000000E+000 -3.892287255291010E-007
  0.000000000000000E+000 -4.194453165081837E-006
  0.000000000000000E+000  3.727983311642998E-008
  0.000000000000000E+000 -1.745007392660724E-018
  0.000000000000000E+000 -3.728230203570904E-008
  0.000000000000000E+000  3.727983311401655E-008
  0.000000000000000E+000  7.784574510582865E-006
  0.000000000000000E+000  3.727451055202565E-008
  0.000000000000000E+000  7.722360017799101E-019
  0.000000000000000E+000  1.181433226496855E-018
  0.000000000000000E+000  3.728230203830075E-007
  0.000000000000000E+000 -7.455966623306970E-007
  0.000000000000000E+000  2.372536260741807E-018
  0.000000000000000E+000 -4.411823601150432E-018
  0.000000000000000E+000  1.854337444091160E-018
  0.000000000000000E+000  1.759942174706161E-018
  0.000000000000000E+000 -3.727451055176322E-007
  0.000000000000000E+000 -1.382150591916990E-009
  0.000000000000000E+000 -3.928260015725199E-007
  0.000000000000000E+000 -4.481926741497789E-006
  0.000000000000000E+000  2.764301185386330E-008
  0.000000000000000E+000 -1.288777170151861E-018
  0.000000000000000E+000 -2.765978729447746E-008
  0.000000000000000E+000  2.764301185176326E-008
  0.000000000000000E+000  7.856520031451472E-006
  0.000000000000000E+000  2.760901128901593E-008
  0.000000000000000E+000 -2.234203029434155E-019
  0.000000000000000E+000 -1.614939462520845E-018
  0.000000000000000E+000  2.765978729638872E-007
  0.000000000000000E+000 -5.528602370774168E-007
  0.000000000000000E+000 -4.210053420409856E-019
  0.000000000000000E+000  9.576536855923441E-019
  0.000000000000000E+000  5.467132000288302E-019
  0.000000000000000E+000 -3.750749751288585E-018
  0.000000000000000E+000 -2.760901128908922E-007
  0.000000000000000E+000 -1.061820373073166E-009
  0.000000000000000E+000 -3.946364236823910E-007
  0.000000000000000E+000 -4.675710336306440E-006
  0.000000000000000E+000  2.123640747750936E-008
  0.000000000000000E+000 -1.146802744159905E-018
  0.000000000000000E+000 -2.129187505887350E-008
  0.000000000000000E+000  2.123640747553754E-008
  0.000000000000000E+000  7.892728473648466E-006
  0.000000000000000E+000  2.111576072157653E-008
  0.000000000000000E+000  9.073627390078060E-019
  0.000000000000000E+000 -2.964699789549779E-018
  0.000000000000000E+000  2.129187506084643E-007
  0.000000000000000E+000 -4.247281495522603E-007
  0.000000000000000E+000 -7.500499473146681E-019
  0.000000000000000E+000 -3.476726359527496E-018
  0.000000000000000E+000  1.948413894094870E-018
  0.000000000000000E+000  1.960198873814500E-018
  0.000000000000000E+000 -2.111576072128990E-007
  0.000000000000000E+000 -7.484987217023787E-010
  0.000000000000000E+000 -3.959676133442037E-007
  0.000000000000000E+000 -4.870258923575178E-006
  0.000000000000000E+000  1.496997445067475E-008
  0.000000000000000E+000 -1.257588563821591E-018
  0.000000000000000E+000 -1.514813430534221E-008
  0.000000000000000E+000  1.496997444871123E-008
  0.000000000000000E+000  7.919352266884626E-006
  0.000000000000000E+000  1.457680961274588E-008
  0.000000000000000E+000  2.063913567520020E-018
  0.000000000000000E+000 -1.139676616231181E-018
  0.000000000000000E+000  1.514813430748084E-007
  0.000000000000000E+000 -2.993994890172806E-007
  0.000000000000000E+000 -2.173887168186067E-018
  0.000000000000000E+000 -9.110785001995751E-018
  0.000000000000000E+000  4.122823908350669E-018
  0.000000000000000E+000  3.698330872908396E-018
  0.000000000000000E+000 -1.457680961215040E-007
  0.000000000000000E+000 -4.594619979357692E-010
  0.000000000000000E+000 -3.968220483314239E-007
  0.000000000000000E+000 -5.065327777305379E-006
  0.000000000000000E+000  9.189239975982899E-009
  0.000000000000000E+000 -1.564094929069284E-018
  0.000000000000000E+000 -9.742467651698653E-009
  0.000000000000000E+000  9.189239974007453E-009
  0.000000000000000E+000  7.936440966628658E-006
  0.000000000000000E+000  7.873258859628218E-009
  0.000000000000000E+000  2.159603729621984E-018
  0.000000000000000E+000  2.156179685064566E-018
  0.000000000000000E+000  9.742467653723289E-008
  0.000000000000000E+000 -1.837847995234252E-007
  0.000000000000000E+000 -2.278086265227691E-018
  0.000000000000000E+000 -9.574723625211043E-018
  0.000000000000000E+000  5.411590510981659E-018
  0.000000000000000E+000  1.017203861196839E-017
  0.000000000000000E+000 -7.873258859124583E-008
  0.000000000000000E+000 -3.554059121513199E-010
  0.000000000000000E+000 -3.970417577808036E-007
  0.000000000000000E+000 -5.148039517840759E-006
  0.000000000000000E+000  7.108118260567415E-009
  0.000000000000000E+000 -1.339909356426694E-018
  0.000000000000000E+000 -7.957091528531917E-009
  0.000000000000000E+000  7.108118258596692E-009
  0.000000000000000E+000  7.940835155616213E-006
  0.000000000000000E+000  4.996772849022662E-009
  0.000000000000000E+000  1.951927017643923E-018
  0.000000000000000E+000  1.531767686737351E-018
  0.000000000000000E+000  7.957091530831402E-008
  0.000000000000000E+000 -1.421623652147138E-007
  0.000000000000000E+000 -4.575265763092082E-018
  0.000000000000000E+000 -1.512135734460584E-017
  0.000000000000000E+000  5.630552102066117E-018
  0.000000000000000E+000  9.682194487050370E-018
  0.000000000000000E+000 -4.996772848329660E-008
  0.000000000000000E+000 -2.753614444047819E-010
  0.000000000000000E+000 -3.971792284511740E-007
  0.000000000000000E+000 -5.230782023268191E-006
  0.000000000000000E+000  5.507228905864322E-009
  0.000000000000000E+000 -1.033550489904799E-018
  0.000000000000000E+000 -6.725991818022636E-009
  0.000000000000000E+000  5.507228903961183E-009
  0.000000000000000E+000  7.943584569023569E-006
  0.000000000000000E+000  2.302945132037076E-009
  0.000000000000000E+000  1.470884663387490E-018
  0.000000000000000E+000  3.671501210956448E-019
  0.000000000000000E+000  6.725991819930732E-008
  0.000000000000000E+000 -1.101445781192702E-007
  0.000000000000000E+000 -7.194813383140487E-018
  0.000000000000000E+000 -9.055564488509475E-018
  0.000000000000000E+000  4.956419476327518E-018
  0.000000000000000E+000  9.167625539127382E-018
  0.000000000000000E+000 -2.302945131868493E-008
  0.000000000000000E+000 -2.404898094155040E-010
  0.000000000000000E+000 -3.972415192122909E-007
  -10.0000000000000      -5.313552231759523E-006
  0.000000000000000E+000  4.809796206266034E-009
  0.000000000000000E+000 -1.183245087930860E-018
 -0.500000000000000      -6.272619674891406E-009
  0.000000000000000E+000  4.809796204485672E-009
  0.000000000000000E+000  7.944830384245783E-006
 -0.500000000000000       8.114168679255397E-010
  0.000000000000000E+000  1.414094174017810E-018
  0.000000000000000E+000  1.879368525942477E-018
 -3.333333331329166E-002  6.272619676611106E-008
  0.000000000000000E+000 -9.619592412716827E-008
  0.000000000000000E+000 -6.902228931100628E-018
 -2.500000000000001E-002 -5.645157481350336E-018
  0.000000000000000E+000  4.442096670693833E-018
  0.000000000000000E+000  1.210219671291857E-017
 -3.333333331329166E-002 -8.114168681711958E-009
